transaction_id,customer_id,amount,transaction_time,is_fraud
42,3558,1591.35,2024-01-01 00:41:00,0
43,4753,5.67,2024-01-01 00:42:00,0
44,3047,2558.09,2024-01-01 00:43:00,0
45,4547,239.03,2024-01-01 00:44:00,0
46,3747,1384.47,2024-01-01 00:45:00,0
47,1975,3536.35,2024-01-01 00:46:00,0
48,2806,318.13,2024-01-01 00:47:00,0
49,1189,4197.5,2024-01-01 00:48:00,0
50,4005,24.08,2024-01-01 00:49:00,0
51,3734,1237.89,2024-01-01 00:50:00,0
52,4005,3705.82,2024-01-01 00:51:00,0
53,1562,1584.77,2024-01-01 00:52:00,0
54,2899,513.95,2024-01-01 00:53:00,0
55,4638,1804.37,2024-01-01 00:54:00,0
56,2267,1355.61,2024-01-01 00:55:00,0
57,3879,4214.35,2024-01-01 00:56:00,1
58,2528,1570.17,2024-01-01 00:57:00,0
59,4202,3945.72,2024-01-01 00:58:00,0
60,4556,4459.9,2024-01-01 00:59:00,0
61,4890,2171.92,2024-01-01 01:00:00,0
62,1646,4550.17,2024-01-01 01:01:00,0
63,3068,1889.7,2024-01-01 01:02:00,0
64,3888,4820.57,2024-01-01 01:03:00,0
65,3214,451.0,2024-01-01 01:04:00,0
66,2297,3436.66,2024-01-01 01:05:00,0
67,3435,2471.6,2024-01-01 01:06:00,0
68,1600,1941.31,2024-01-01 01:07:00,0
69,3363,3165.4,2024-01-01 01:08:00,0
70,3061,3520.77,2024-01-01 01:09:00,0
71,1241,26.79,2024-01-01 01:10:00,0
72,3041,838.93,2024-01-01 01:11:00,1
73,3824,3566.67,2024-01-01 01:12:00,0
74,4417,3333.6,2024-01-01 01:13:00,0
75,3612,4830.41,2024-01-01 01:14:00,0
76,3945,3806.38,2024-01-01 01:15:00,0
77,2363,4754.11,2024-01-01 01:16:00,0
78,3139,3514.19,2024-01-01 01:17:00,0
79,2390,1493.77,2024-01-01 01:18:00,0
80,4003,531.3,2024-01-01 01:19:00,0
81,2478,3910.21,2024-01-01 01:20:00,0
82,4499,3222.53,2024-01-01 01:21:00,0
83,3556,245.69,2024-01-01 01:22:00,0
84,1775,1803.45,2024-01-01 01:23:00,0
85,1034,4784.22,2024-01-01 01:24:00,0
86,3253,2504.5,2024-01-01 01:25:00,0
87,4152,2166.48,2024-01-01 01:26:00,0
88,2955,2291.21,2024-01-01 01:27:00,0
89,2585,1048.37,2024-01-01 01:28:00,0
90,4943,1846.69,2024-01-01 01:29:00,0
91,4459,1852.22,2024-01-01 01:30:00,0
92,4073,266.51,2024-01-01 01:31:00,0
93,2021,3839.0,2024-01-01 01:32:00,0
94,4461,2085.44,2024-01-01 01:33:00,0
95,3613,4111.79,2024-01-01 01:34:00,0
96,2129,4252.49,2024-01-01 01:35:00,0
97,4843,1063.91,2024-01-01 01:36:00,0
98,4893,3288.48,2024-01-01 01:37:00,0
99,2500,2364.05,2024-01-01 01:38:00,0
100,1702,4401.38,2024-01-01 01:39:00,0
101,3449,1082.62,2024-01-01 01:40:00,0
102,3777,3390.68,2024-01-01 01:41:00,0
103,2579,3040.72,2024-01-01 01:42:00,0
104,1161,1480.03,2024-01-01 01:43:00,0
105,1201,687.32,2024-01-01 01:44:00,0
106,2981,3259.94,2024-01-01 01:45:00,0
107,1995,3694.29,2024-01-01 01:46:00,0
108,3317,1581.56,2024-01-01 01:47:00,0
109,4934,3225.94,2024-01-01 01:48:00,0
110,1815,1978.68,2024-01-01 01:49:00,0
111,4342,3567.47,2024-01-01 01:50:00,0
112,1455,1000.08,2024-01-01 01:51:00,0
113,4533,4451.62,2024-01-01 01:52:00,0
114,4798,1440.61,2024-01-01 01:53:00,0
115,2275,1842.09,2024-01-01 01:54:00,0
116,2016,295.17,2024-01-01 01:55:00,1
117,4773,562.0,2024-01-01 01:56:00,0
118,3343,2581.73,2024-01-01 01:57:00,0
119,4796,1341.63,2024-01-01 01:58:00,0
120,3767,4178.22,2024-01-01 01:59:00,0
121,4820,78.39,2024-01-01 02:00:00,0
122,1337,1898.57,2024-01-01 02:01:00,0
123,1878,1690.04,2024-01-01 02:02:00,0
124,2076,101.54,2024-01-01 02:03:00,0
125,1791,626.22,2024-01-01 02:04:00,0
126,4993,2071.15,2024-01-01 02:05:00,0
127,3264,2466.86,2024-01-01 02:06:00,0
128,1763,2024.43,2024-01-01 02:07:00,0
129,3235,2657.03,2024-01-01 02:08:00,0
130,1379,2977.68,2024-01-01 02:09:00,0
131,1492,54.57,2024-01-01 02:10:00,0
132,4112,2323.16,2024-01-01 02:11:00,0
133,2180,4817.68,2024-01-01 02:12:00,0
134,3062,2597.57,2024-01-01 02:13:00,0
135,4884,3389.32,2024-01-01 02:14:00,0
136,1064,1562.76,2024-01-01 02:15:00,0
137,4928,3871.09,2024-01-01 02:16:00,0
138,4910,3865.74,2024-01-01 02:17:00,0
139,3568,2608.87,2024-01-01 02:18:00,1
140,2367,4880.19,2024-01-01 02:19:00,0
141,2152,632.12,2024-01-01 02:20:00,0
142,3027,89.65,2024-01-01 02:21:00,0
143,3695,3851.94,2024-01-01 02:22:00,0
144,2495,4036.74,2024-01-01 02:23:00,0
145,4134,605.44,2024-01-01 02:24:00,0
146,2162,1331.59,2024-01-01 02:25:00,0
147,2522,92.67,2024-01-01 02:26:00,0
148,3640,1470.08,2024-01-01 02:27:00,0
149,1391,3866.84,2024-01-01 02:28:00,0
150,2698,2592.21,2024-01-01 02:29:00,0
151,1418,1743.74,2024-01-01 02:30:00,0
152,3336,1861.84,2024-01-01 02:31:00,0
153,1378,11.76,2024-01-01 02:32:00,0
154,2796,1502.5,2024-01-01 02:33:00,1
155,4561,3234.06,2024-01-01 02:34:00,0
156,3278,4871.1,2024-01-01 02:35:00,0
157,4065,4236.07,2024-01-01 02:36:00,0
158,3088,122.86,2024-01-01 02:37:00,1
159,4099,4493.31,2024-01-01 02:38:00,0
160,3182,3917.08,2024-01-01 02:39:00,0
161,1200,3902.98,2024-01-01 02:40:00,0
162,2863,2292.69,2024-01-01 02:41:00,0
163,1779,1993.04,2024-01-01 02:42:00,0
164,3977,1518.06,2024-01-01 02:43:00,0
165,4104,333.15,2024-01-01 02:44:00,0
166,4119,1145.04,2024-01-01 02:45:00,0
167,1502,1236.79,2024-01-01 02:46:00,0
168,3454,2422.96,2024-01-01 02:47:00,0
169,4645,3738.48,2024-01-01 02:48:00,0
170,2751,2371.68,2024-01-01 02:49:00,0
171,1804,293.93,2024-01-01 02:50:00,0
172,3146,4789.16,2024-01-01 02:51:00,0
173,3731,4713.91,2024-01-01 02:52:00,0
174,2895,3927.02,2024-01-01 02:53:00,0
175,3773,4956.68,2024-01-01 02:54:00,0
176,2570,2724.69,2024-01-01 02:55:00,0
177,1960,4814.03,2024-01-01 02:56:00,0
178,4810,382.65,2024-01-01 02:57:00,0
179,3660,1831.58,2024-01-01 02:58:00,0
180,2485,1130.78,2024-01-01 02:59:00,0
181,3690,983.19,2024-01-01 03:00:00,0
182,4840,708.31,2024-01-01 03:01:00,0
183,2028,3113.96,2024-01-01 03:02:00,0
184,4289,3907.7,2024-01-01 03:03:00,0
185,1502,2893.6,2024-01-01 03:04:00,0
186,3814,739.08,2024-01-01 03:05:00,0
187,1397,4056.56,2024-01-01 03:06:00,0
188,1870,3181.59,2024-01-01 03:07:00,0
189,3842,1943.89,2024-01-01 03:08:00,0
190,1392,3372.28,2024-01-01 03:09:00,0
191,1206,1303.23,2024-01-01 03:10:00,0
192,2038,1729.24,2024-01-01 03:11:00,0
193,2881,4587.84,2024-01-01 03:12:00,0
194,4625,1456.07,2024-01-01 03:13:00,0
195,3939,2352.59,2024-01-01 03:14:00,0
196,2484,4451.25,2024-01-01 03:15:00,0
197,4762,3540.07,2024-01-01 03:16:00,0
198,4646,315.71,2024-01-01 03:17:00,0
199,1863,740.78,2024-01-01 03:18:00,0
200,3790,44.17,2024-01-01 03:19:00,0
201,4312,3156.45,2024-01-01 03:20:00,0
202,1563,2241.13,2024-01-01 03:21:00,0
203,2020,675.7,2024-01-01 03:22:00,0
204,1095,4789.88,2024-01-01 03:23:00,0
205,2923,2650.65,2024-01-01 03:24:00,0
206,2757,1213.26,2024-01-01 03:25:00,0
207,3532,2505.51,2024-01-01 03:26:00,0
208,4478,3399.7,2024-01-01 03:27:00,0
209,3278,385.81,2024-01-01 03:28:00,0
210,3796,1377.15,2024-01-01 03:29:00,0
211,2678,4035.79,2024-01-01 03:30:00,0
212,4242,2301.03,2024-01-01 03:31:00,0
213,1540,2735.15,2024-01-01 03:32:00,0
214,2059,2166.92,2024-01-01 03:33:00,0
215,3572,224.28,2024-01-01 03:34:00,0
216,2183,832.92,2024-01-01 03:35:00,0
217,4910,2230.48,2024-01-01 03:36:00,0
218,2722,1049.88,2024-01-01 03:37:00,0
219,4314,254.65,2024-01-01 03:38:00,0
220,4157,4219.03,2024-01-01 03:39:00,0
221,2819,4906.06,2024-01-01 03:40:00,0
222,3625,3966.75,2024-01-01 03:41:00,0
223,3729,4269.66,2024-01-01 03:42:00,0
224,3604,1213.68,2024-01-01 03:43:00,0
225,2597,4803.33,2024-01-01 03:44:00,0
226,4060,988.64,2024-01-01 03:45:00,0
227,3693,4757.39,2024-01-01 03:46:00,0
228,1795,4974.12,2024-01-01 03:47:00,0
229,2051,3560.06,2024-01-01 03:48:00,0
230,2643,4905.81,2024-01-01 03:49:00,0
231,4627,2849.85,2024-01-01 03:50:00,0
232,2363,1301.41,2024-01-01 03:51:00,0
233,4869,2187.79,2024-01-01 03:52:00,0
234,2981,2969.84,2024-01-01 03:53:00,0
235,2354,370.04,2024-01-01 03:54:00,0
236,2663,3113.6,2024-01-01 03:55:00,0
237,2529,4905.98,2024-01-01 03:56:00,0
238,3038,954.59,2024-01-01 03:57:00,0
239,4419,3964.01,2024-01-01 03:58:00,0
240,2496,4539.95,2024-01-01 03:59:00,0
241,4302,4718.79,2024-01-01 04:00:00,1
242,3237,4800.88,2024-01-01 04:01:00,0
243,4296,2609.69,2024-01-01 04:02:00,0
244,2408,4886.65,2024-01-01 04:03:00,0
245,2400,3787.76,2024-01-01 04:04:00,0
246,2306,812.55,2024-01-01 04:05:00,0
247,3680,2387.12,2024-01-01 04:06:00,0
248,3675,3593.06,2024-01-01 04:07:00,0
249,1972,1240.46,2024-01-01 04:08:00,0
250,2768,3204.87,2024-01-01 04:09:00,0
251,2282,3334.67,2024-01-01 04:10:00,0
252,4430,817.69,2024-01-01 04:11:00,0
253,1709,2827.6,2024-01-01 04:12:00,0
254,2479,3859.28,2024-01-01 04:13:00,0
255,2434,2496.98,2024-01-01 04:14:00,0
256,1648,65.46,2024-01-01 04:15:00,0
257,1317,50.15,2024-01-01 04:16:00,0
258,4748,1788.36,2024-01-01 04:17:00,0
259,4296,4631.34,2024-01-01 04:18:00,0
260,4890,1147.24,2024-01-01 04:19:00,0
261,2257,3173.65,2024-01-01 04:20:00,0
262,1683,1114.27,2024-01-01 04:21:00,0
263,1663,1611.74,2024-01-01 04:22:00,0
264,2998,4240.97,2024-01-01 04:23:00,0
265,4898,3645.66,2024-01-01 04:24:00,0
266,4445,481.52,2024-01-01 04:25:00,0
267,4743,2146.37,2024-01-01 04:26:00,0
268,2631,150.7,2024-01-01 04:27:00,0
269,2495,2407.05,2024-01-01 04:28:00,0
270,4304,3313.86,2024-01-01 04:29:00,0
271,4763,596.92,2024-01-01 04:30:00,0
272,2136,1447.98,2024-01-01 04:31:00,0
273,2853,1992.19,2024-01-01 04:32:00,0
274,2520,4598.06,2024-01-01 04:33:00,0
275,3489,4966.31,2024-01-01 04:34:00,0
276,1563,229.33,2024-01-01 04:35:00,0
277,2291,3806.23,2024-01-01 04:36:00,0
278,4581,1861.76,2024-01-01 04:37:00,0
279,4878,1965.33,2024-01-01 04:38:00,0
280,4457,3772.55,2024-01-01 04:39:00,0
281,4458,4592.54,2024-01-01 04:40:00,0
282,4184,4754.89,2024-01-01 04:41:00,0
283,2636,2887.73,2024-01-01 04:42:00,0
284,4696,1788.82,2024-01-01 04:43:00,0
285,3999,3938.81,2024-01-01 04:44:00,0
286,4152,1258.75,2024-01-01 04:45:00,0
287,1698,2822.55,2024-01-01 04:46:00,0
288,3160,1796.1,2024-01-01 04:47:00,0
289,1001,3284.87,2024-01-01 04:48:00,0
290,1641,1205.79,2024-01-01 04:49:00,0
291,3267,962.01,2024-01-01 04:50:00,0
292,2589,4591.6,2024-01-01 04:51:00,0
293,1854,513.51,2024-01-01 04:52:00,0
294,2759,2532.26,2024-01-01 04:53:00,0
295,4296,1108.16,2024-01-01 04:54:00,0
296,3432,199.46,2024-01-01 04:55:00,0
297,4474,184.91,2024-01-01 04:56:00,0
298,2661,880.23,2024-01-01 04:57:00,0
299,2153,4334.52,2024-01-01 04:58:00,0
300,2076,1415.98,2024-01-01 04:59:00,0
301,2707,4752.54,2024-01-01 05:00:00,0
302,3777,2910.2,2024-01-01 05:01:00,0
303,2695,2185.89,2024-01-01 05:02:00,0
304,2733,2902.54,2024-01-01 05:03:00,1
305,2439,2585.91,2024-01-01 05:04:00,0
306,3294,3795.09,2024-01-01 05:05:00,0
307,1835,1416.07,2024-01-01 05:06:00,0
308,4510,1768.49,2024-01-01 05:07:00,0
309,1202,4471.0,2024-01-01 05:08:00,0
310,4255,4732.55,2024-01-01 05:09:00,0
311,1122,4463.33,2024-01-01 05:10:00,0
312,1400,2100.14,2024-01-01 05:11:00,0
313,1766,3902.93,2024-01-01 05:12:00,0
314,1293,2384.3,2024-01-01 05:13:00,0
315,3327,2490.21,2024-01-01 05:14:00,0
316,4908,1027.38,2024-01-01 05:15:00,0
317,3931,2957.7,2024-01-01 05:16:00,0
318,4681,934.75,2024-01-01 05:17:00,0
319,1197,1661.17,2024-01-01 05:18:00,0
320,4029,4275.88,2024-01-01 05:19:00,0
321,2930,1039.34,2024-01-01 05:20:00,0
322,4582,360.44,2024-01-01 05:21:00,0
323,3799,349.69,2024-01-01 05:22:00,0
324,3191,4704.22,2024-01-01 05:23:00,0
325,1608,2537.07,2024-01-01 05:24:00,0
326,4272,2050.01,2024-01-01 05:25:00,0
327,2147,4055.34,2024-01-01 05:26:00,0
328,1186,4179.95,2024-01-01 05:27:00,0
329,4397,1664.29,2024-01-01 05:28:00,0
330,3511,3469.62,2024-01-01 05:29:00,0
331,4420,3856.76,2024-01-01 05:30:00,0
332,2794,3274.98,2024-01-01 05:31:00,0
333,1659,762.22,2024-01-01 05:32:00,0
334,3811,4380.04,2024-01-01 05:33:00,0
335,4002,2697.78,2024-01-01 05:34:00,0
336,2955,1415.95,2024-01-01 05:35:00,0
337,3450,2129.01,2024-01-01 05:36:00,0
338,2369,192.67,2024-01-01 05:37:00,0
339,2986,643.69,2024-01-01 05:38:00,0
340,2534,3828.91,2024-01-01 05:39:00,0
341,1146,5.06,2024-01-01 05:40:00,0
342,4219,2085.75,2024-01-01 05:41:00,0
343,3911,2614.94,2024-01-01 05:42:00,0
344,2734,277.9,2024-01-01 05:43:00,1
345,2843,4865.53,2024-01-01 05:44:00,0
346,1488,1134.5,2024-01-01 05:45:00,0
347,3976,1524.47,2024-01-01 05:46:00,0
348,2959,1523.19,2024-01-01 05:47:00,0
349,2663,1155.93,2024-01-01 05:48:00,0
350,3598,12.36,2024-01-01 05:49:00,0
351,3385,3648.08,2024-01-01 05:50:00,0
352,3919,4834.39,2024-01-01 05:51:00,0
353,1640,1125.35,2024-01-01 05:52:00,0
354,2802,3316.92,2024-01-01 05:53:00,0
355,3520,3710.77,2024-01-01 05:54:00,0
356,2969,4242.88,2024-01-01 05:55:00,0
357,3198,2116.03,2024-01-01 05:56:00,0
358,2438,1518.14,2024-01-01 05:57:00,0
359,4369,1629.85,2024-01-01 05:58:00,0
360,2634,3564.54,2024-01-01 05:59:00,0
361,1262,4084.81,2024-01-01 06:00:00,0
362,2787,912.16,2024-01-01 06:01:00,0
363,3191,1857.85,2024-01-01 06:02:00,0
364,3393,4510.19,2024-01-01 06:03:00,0
365,1623,4034.43,2024-01-01 06:04:00,0
366,2016,4924.37,2024-01-01 06:05:00,0
367,4643,3772.47,2024-01-01 06:06:00,0
368,1880,1969.01,2024-01-01 06:07:00,0
369,3049,2955.24,2024-01-01 06:08:00,0
370,3944,3306.77,2024-01-01 06:09:00,0
371,2327,396.89,2024-01-01 06:10:00,0
372,3301,2724.76,2024-01-01 06:11:00,0
373,4723,3548.06,2024-01-01 06:12:00,0
374,1452,840.77,2024-01-01 06:13:00,0
375,4108,3904.26,2024-01-01 06:14:00,0
376,2183,2920.95,2024-01-01 06:15:00,0
377,4062,4761.35,2024-01-01 06:16:00,0
378,3056,216.9,2024-01-01 06:17:00,0
379,4304,1330.3,2024-01-01 06:18:00,0
380,4170,3009.76,2024-01-01 06:19:00,0
381,2682,1486.32,2024-01-01 06:20:00,0
382,3863,3573.55,2024-01-01 06:21:00,0
383,3255,3796.23,2024-01-01 06:22:00,0
384,2154,517.07,2024-01-01 06:23:00,0
385,1403,2571.7,2024-01-01 06:24:00,0
386,3199,2546.91,2024-01-01 06:25:00,0
387,3101,1849.56,2024-01-01 06:26:00,0
388,4191,4664.96,2024-01-01 06:27:00,0
389,2696,4138.39,2024-01-01 06:28:00,1
390,4991,3487.56,2024-01-01 06:29:00,0
391,1627,3573.06,2024-01-01 06:30:00,0
392,1586,2311.27,2024-01-01 06:31:00,0
393,2648,4605.37,2024-01-01 06:32:00,0
394,2443,3474.5,2024-01-01 06:33:00,0
395,2445,3646.26,2024-01-01 06:34:00,0
396,1103,4309.15,2024-01-01 06:35:00,0
397,4923,1373.99,2024-01-01 06:36:00,0
398,1253,4036.32,2024-01-01 06:37:00,0
399,4298,980.23,2024-01-01 06:38:00,0
400,4183,1729.98,2024-01-01 06:39:00,0
401,3557,1681.37,2024-01-01 06:40:00,0
402,2496,4892.73,2024-01-01 06:41:00,0
403,1098,4283.4,2024-01-01 06:42:00,0
404,3200,3507.34,2024-01-01 06:43:00,0
405,2884,3636.65,2024-01-01 06:44:00,0
406,3961,2812.55,2024-01-01 06:45:00,0
407,2919,4735.72,2024-01-01 06:46:00,0
408,1877,2483.81,2024-01-01 06:47:00,0
409,1337,1905.69,2024-01-01 06:48:00,1
410,4777,819.36,2024-01-01 06:49:00,0
411,3869,3932.1,2024-01-01 06:50:00,0
412,4234,3673.55,2024-01-01 06:51:00,0
413,4791,1924.85,2024-01-01 06:52:00,0
414,1956,130.84,2024-01-01 06:53:00,0
415,2704,4195.79,2024-01-01 06:54:00,0
416,1160,62.03,2024-01-01 06:55:00,0
417,2603,3519.98,2024-01-01 06:56:00,0
418,3848,4851.43,2024-01-01 06:57:00,0
419,1397,2191.12,2024-01-01 06:58:00,0
420,2300,1178.69,2024-01-01 06:59:00,0
421,1815,3525.83,2024-01-01 07:00:00,0
422,4987,4086.56,2024-01-01 07:01:00,0
423,2527,2734.42,2024-01-01 07:02:00,0
424,2919,4835.34,2024-01-01 07:03:00,0
425,2415,263.09,2024-01-01 07:04:00,0
426,2158,2526.45,2024-01-01 07:05:00,0
427,2218,3593.68,2024-01-01 07:06:00,0
428,1400,4313.89,2024-01-01 07:07:00,0
429,1639,900.38,2024-01-01 07:08:00,0
430,4104,4001.02,2024-01-01 07:09:00,0
431,3735,2765.77,2024-01-01 07:10:00,0
432,1459,1985.79,2024-01-01 07:11:00,0
433,1954,662.92,2024-01-01 07:12:00,0
434,4954,4327.15,2024-01-01 07:13:00,0
435,1469,790.58,2024-01-01 07:14:00,0
436,4446,1552.39,2024-01-01 07:15:00,0
437,2045,1453.78,2024-01-01 07:16:00,0
438,3797,4357.71,2024-01-01 07:17:00,0
439,2693,3365.15,2024-01-01 07:18:00,0
440,3085,3984.42,2024-01-01 07:19:00,0
441,3277,1256.09,2024-01-01 07:20:00,0
442,4436,3126.25,2024-01-01 07:21:00,0
443,1562,2860.87,2024-01-01 07:22:00,0
444,3485,4164.99,2024-01-01 07:23:00,0
445,2799,4530.9,2024-01-01 07:24:00,0
446,4354,65.72,2024-01-01 07:25:00,0
447,3074,3371.73,2024-01-01 07:26:00,0
448,1225,263.92,2024-01-01 07:27:00,0
449,4348,2746.55,2024-01-01 07:28:00,0
450,1797,1441.73,2024-01-01 07:29:00,0
451,4680,1537.35,2024-01-01 07:30:00,0
452,3331,1768.03,2024-01-01 07:31:00,0
453,3926,3108.36,2024-01-01 07:32:00,0
454,1959,1673.58,2024-01-01 07:33:00,0
455,2504,3664.83,2024-01-01 07:34:00,0
456,1452,2025.61,2024-01-01 07:35:00,0
457,4067,346.42,2024-01-01 07:36:00,0
458,4900,3919.88,2024-01-01 07:37:00,0
459,1815,1432.36,2024-01-01 07:38:00,0
460,1658,2166.67,2024-01-01 07:39:00,0
461,4587,3428.79,2024-01-01 07:40:00,0
462,1546,1665.62,2024-01-01 07:41:00,0
463,2215,287.65,2024-01-01 07:42:00,0
464,4120,1872.74,2024-01-01 07:43:00,0
465,4583,4722.52,2024-01-01 07:44:00,0
466,1016,3210.46,2024-01-01 07:45:00,0
467,4243,3359.04,2024-01-01 07:46:00,0
468,2243,3163.25,2024-01-01 07:47:00,0
469,3205,998.97,2024-01-01 07:48:00,0
470,3524,2094.58,2024-01-01 07:49:00,0
471,2069,3755.94,2024-01-01 07:50:00,0
472,4444,511.36,2024-01-01 07:51:00,0
473,3565,1392.87,2024-01-01 07:52:00,0
474,3146,1385.21,2024-01-01 07:53:00,0
475,4963,2162.93,2024-01-01 07:54:00,0
476,2768,4901.94,2024-01-01 07:55:00,0
477,2060,342.18,2024-01-01 07:56:00,0
478,3327,2595.91,2024-01-01 07:57:00,1
479,4420,900.93,2024-01-01 07:58:00,1
480,3544,4853.53,2024-01-01 07:59:00,0
481,1301,570.95,2024-01-01 08:00:00,0
482,1180,2020.99,2024-01-01 08:01:00,0
483,1606,3690.74,2024-01-01 08:02:00,0
484,4170,3524.25,2024-01-01 08:03:00,0
485,1699,2116.53,2024-01-01 08:04:00,0
486,1992,1735.89,2024-01-01 08:05:00,0
487,2139,1991.07,2024-01-01 08:06:00,0
488,1190,1325.06,2024-01-01 08:07:00,0
489,3300,1030.64,2024-01-01 08:08:00,0
490,1980,2417.78,2024-01-01 08:09:00,0
491,3975,1346.33,2024-01-01 08:10:00,1
492,3006,1440.87,2024-01-01 08:11:00,0
493,2184,3285.5,2024-01-01 08:12:00,0
494,4327,4842.84,2024-01-01 08:13:00,0
495,4394,3020.17,2024-01-01 08:14:00,0
496,1127,389.51,2024-01-01 08:15:00,0
497,3065,382.54,2024-01-01 08:16:00,0
498,2816,4757.36,2024-01-01 08:17:00,0
499,2758,1489.97,2024-01-01 08:18:00,0
500,3613,464.87,2024-01-01 08:19:00,0
501,1569,2997.23,2024-01-01 08:20:00,0
502,2346,3120.13,2024-01-01 08:21:00,0
503,2895,3244.28,2024-01-01 08:22:00,1
504,3733,1340.67,2024-01-01 08:23:00,0
505,4863,80.48,2024-01-01 08:24:00,0
506,1625,4825.25,2024-01-01 08:25:00,0
507,4359,1258.21,2024-01-01 08:26:00,0
508,3901,3381.75,2024-01-01 08:27:00,0
509,2686,3534.62,2024-01-01 08:28:00,0
510,4009,3051.99,2024-01-01 08:29:00,0
511,4710,1567.97,2024-01-01 08:30:00,0
512,1154,1359.13,2024-01-01 08:31:00,0
513,3537,2990.35,2024-01-01 08:32:00,0
514,2409,4331.15,2024-01-01 08:33:00,0
515,1784,4733.93,2024-01-01 08:34:00,0
516,4175,534.0,2024-01-01 08:35:00,0
517,4464,778.37,2024-01-01 08:36:00,0
518,4882,4723.96,2024-01-01 08:37:00,0
519,1245,3683.99,2024-01-01 08:38:00,0
520,4247,4415.55,2024-01-01 08:39:00,0
521,4110,1017.15,2024-01-01 08:40:00,0
522,2500,2939.99,2024-01-01 08:41:00,0
523,2705,3507.19,2024-01-01 08:42:00,0
524,3806,3402.16,2024-01-01 08:43:00,0
525,1537,2043.72,2024-01-01 08:44:00,1
526,2890,81.9,2024-01-01 08:45:00,0
527,2841,2916.72,2024-01-01 08:46:00,0
528,1920,1269.24,2024-01-01 08:47:00,0
529,3455,2254.02,2024-01-01 08:48:00,0
530,1524,4788.12,2024-01-01 08:49:00,0
531,3875,1998.18,2024-01-01 08:50:00,0
532,2529,4199.81,2024-01-01 08:51:00,1
533,3950,946.76,2024-01-01 08:52:00,0
534,4896,3363.94,2024-01-01 08:53:00,0
535,1035,4885.15,2024-01-01 08:54:00,0
536,1684,513.96,2024-01-01 08:55:00,0
537,1019,46.56,2024-01-01 08:56:00,0
538,3368,2170.75,2024-01-01 08:57:00,0
539,4847,467.66,2024-01-01 08:58:00,0
540,3559,3743.18,2024-01-01 08:59:00,1
541,1399,4573.17,2024-01-01 09:00:00,0
542,3701,2172.93,2024-01-01 09:01:00,0
543,1971,1297.26,2024-01-01 09:02:00,0
544,2906,2174.84,2024-01-01 09:03:00,0
545,3518,3618.62,2024-01-01 09:04:00,0
546,2166,50.23,2024-01-01 09:05:00,0
547,2115,2949.32,2024-01-01 09:06:00,0
548,4425,3068.39,2024-01-01 09:07:00,0
549,1833,3190.25,2024-01-01 09:08:00,0
550,2823,1213.9,2024-01-01 09:09:00,0
551,3774,3571.69,2024-01-01 09:10:00,1
552,2982,461.5,2024-01-01 09:11:00,0
553,1853,1000.36,2024-01-01 09:12:00,0
554,1050,4387.96,2024-01-01 09:13:00,0
555,4736,3694.92,2024-01-01 09:14:00,0
556,4769,73.66,2024-01-01 09:15:00,0
557,1574,1245.64,2024-01-01 09:16:00,0
558,4261,1075.96,2024-01-01 09:17:00,0
559,2148,1357.68,2024-01-01 09:18:00,0
560,3197,1241.56,2024-01-01 09:19:00,0
561,3361,317.32,2024-01-01 09:20:00,0
562,3617,2297.41,2024-01-01 09:21:00,0
